Titre source;Exemples cités;Date_stat;Type;Date;Citations
Du droit des magistrats (1574); Abdias nourrit les prophètes de Dieu;-860; Antiquité biblique; Antiquité;" ""feit tres-bien **Abdias** quand au lieu de les tuer, il les nourrist & entretint [2]"""
Du droit des magistrats (1574); Achab et Jesabel menacent les prophètes;-860; Antiquité biblique; Antiquité;" ""sauva, & nourrit contre la volonté d'**Achab** & de **Jesabel**... nous estant commandé de Dieu de secourir nos freres [7]"""
Du droit des magistrats (1574); Elie et Elisee conduisent l'Eglise;-860; Antiquité biblique; Antiquité;" ""à l'exemple d'**Elie** & d'**Elisee** & de toute l'ancienne, vraie & pure Eglise, de se trouver aux saintes assemblees [8]"""
Du droit des magistrats (1574); Jesabel commande de tuer les Prophètes;-860; Antiquité biblique; Antiquité;" ""Le commandement de **Jesabel** de tuer les **Prophetes** de Dieu estoit irreligieux & inique tout ensemble [2]"""
Du droit des magistrats (1574); Lobna se retire de Joram;-848; Antiquité biblique; Antiquité;" ""exemple tres evident en la cité de **Lobna**... qui se retira de l'obeissance de **loram** [33]"""
Du droit des magistrats (1574); Joiada agit contre Athalia;-835; Antiquité biblique; Antiquité;" ""prudence de **Joiada**, contre **Athalia**, qui avoit esté constituee Roine [50]"""
Du droit des magistrats (1574); Azarias est établi roi par le peuple;-792; Antiquité biblique; Antiquité;" ""tout le peuple de Juda establit pour Roi **Azarias** son fils [52]"""
Du droit des magistrats (1574); Uzias et Joas règnent par approbation;-792; Antiquité biblique; Antiquité;" ""Ce qui se void nommement en l'histoire de Salomon, Roboam, **Uzias**, **Joas** & Joachaz [13]"""
Du droit des magistrats (1574); Amasias meurt à Lachis par le peuple;-767; Antiquité biblique; Antiquité;" ""exemple d'**Amasias** poursuivi jusques à la mort... s'en fut enfui en la ville de **Lachis** [50, 51]"""
Du droit des magistrats (1574); Asa, Josaphat, Eséchias et Josias règlent le service de Dieu;-760; Antiquité biblique; Antiquité;" ""La prattique s'en voit en David... és Edits d'**Asa**, **Josaphat**, **Eséchias**, **Josias** [86]"""
Du droit des magistrats (1574); Michee maudit ceux qui obéissent au mauvais mandement;-735; Antiquité biblique; Antiquité;" ""souvenir de ceste parolle des Apostres... à fin que ne soions du nombre de ceux que le Seigneur maudit par son Prophete **Michee** [4]"""
Du droit des magistrats (1574); Loas et Ammon meurent par leurs serviteurs;-719; Antiquité biblique; Antiquité;" ""Amasias... tué par ses serviteurs, comme **Loas** son pere, & comme **Ammon** fils de Manassé [50, 51]"""
Du droit des magistrats (1574); Joachaz reçoit le royaume du peuple;-609; Antiquité biblique; Antiquité;" ""Ce qui se void nommement en l'histoire de Salomon, Roboam, Uzias, Joas & **Joachaz** [13]"""
Du droit des magistrats (1574); Compagnons de Daniel refusent l'image d'or;-600; Antiquité biblique; Antiquité;" ""pourtant les **compagnons de Daniel** n'en voulurent rien faire : La pieté & constance desquels fut approuvee [2]"""
Du droit des magistrats (1574); Nabuchadnezar impose l'adoration de l'image;-594; Antiquité biblique; Antiquité;" ""L'edit de **Nabuchadnezar** touchant l'adoration de l'image d'or, estoit irreligieux [2]"""
Du droit des magistrats (1574); Sedechias se révolte contre le Roi des Chaldeens;-589; Antiquité biblique; Antiquité;" ""Dieu a tres aigrement reprins & chastié **Sedechias**... de ce que... il s'estoit revolté du **Roi des Chaldeens** [75]"""
Du droit des magistrats (1574); Darius est ému par Daniel;-539; Antiquité biblique; Antiquité;" ""voire en Nabuchadnezer, & **Darius** estans esmeuz d'adorer le vrai Dieu, par le Prophete **Daniel** [86]"""
Du droit des magistrats (1574); Nehemie repousse Senabalat par les lois;-445; Antiquité biblique; Antiquité;" ""repousser une force injuste par une juste defense, comme nous voions avoir esté pratiqué par **Nehemie** à l'encontre de **Senabalat** [11]"""
Du droit des magistrats (1574); Herodes commande de tuer les Innocents;-4; Antiquité biblique; Ier siècle;" ""exemple de Pharaon... & d'**Herodes** commandant à ses satellites de tuer les **Innocents** [6]"""
Du droit des magistrats (1574); Jésus et Apostres prêchent au temple;30; Antiquité biblique; Ier siècle;" ""**Jesus Christ**, & apres lui ses **Apostres**... Jesus Christ a presché en plein temple [3]"""
Du droit des magistrats (1574); Judas Iscariot est cité pour l'exécration;30; Antiquité biblique; Ier siècle;" ""aient leur portion avec **Judas Iscariot**, Amen [58]"""
Du droit des magistrats (1574); Paul appelle à Cesar contre Festus;60; Antiquité biblique; Ier siècle;" ""comme nous voions qu'a pratiqué saint **Paul** appellant à **Cesar** pour empescher le tort que lui faisoit **Festus** [9, 10]"""
Du droit des magistrats (1574); Romulus crée le peuple par consentement;-753; Antiquité classique; VIIIe siècle av. J.-C.;" ""comme **Romulus** semble avoir creé le peuple Romain... n'a dominé sur ces gents-là que de leur consentement [34, 35]"""
Du droit des magistrats (1574); Homere appelle les rois pasteurs;-750; Antiquité classique; Antiquité;" ""Ce qu'**Homere** mesmes a bien congneu & voulu declarer, appellant les Rois nourrissons de Jupiter & pasteurs des peuples [15]"""
Du droit des magistrats (1574); Horatiꝰ est absous par le Peuple;-670; Antiquité classique; VIIe siècle av. J.-C.;" ""en la cause criminelle de **Horatiꝰ**, meurtrier de sa sœur, absous par le Peuple... Roi **Tullus Hostilius** [38]"""
Du droit des magistrats (1574); Brutus et Lucretius assemblent le peuple contre Tarquinius;-509; Antiquité classique; VIe siècle av. J.-C.;" ""se fonderent à Romme... **Brutus** estant en la charge... & **Lucretius** gouverneur de la ville... contre **Tarquinius le superbe** [30]"""
Du droit des magistrats (1574); Collatin se démet devant Brutus;-509; Antiquité classique; VIe siècle av. J.-C.;" ""l'histoire de **Collatin**, premier Consul avec **Brutus**, que le Peuple... avoit pareille authorité [39, 40]"""
Du droit des magistrats (1574); Tarquinius le Superbe rompt la coutume du conseil;-509; Antiquité classique; VIe siècle av. J.-C.;" ""parlant de **Tarquinius le Superbe**... Il fut le premier, dit-il, qui rompit la coustume observee par les Rois precedens [37]"""
Du droit des magistrats (1574); Les Dix oppriment Rome;-451; Antiquité classique; Ve siècle av. J.-C.;" ""comme Abimelech entre les Israëlites, les trente en Athenes, & les **dix à Romme** [24, 25]"""
Du droit des magistrats (1574); Decemvires se démettent de leurs charges;-449; Antiquité classique; Ve siècle av. J.-C.;" ""peuple Romain, lequel mesmes finalement contraignit ces **dix hommes** (Decemvires) de se demettre [41]"""
Du droit des magistrats (1574); Pisistrate et Demetrius Phalereus dominent à Athenes;-426; Antiquité classique; Antiquité;" ""dominer equitablement, comme nous lisons avoir esté fait par **Pisistrate** & **Demetrius Phalereus** à Athenes [26]"""
Du droit des magistrats (1574); Les Trente oppriment Athenes;-404; Antiquité classique; Ve siècle av. J.-C.;" ""comme Abimelech entre les Israëlites, les **trente en Athenes**, & les dix à Romme [24, 25]"""
Du droit des magistrats (1574); Lysander veut changer l'élection;-397; Antiquité classique; IVe siècle av. J.-C.;" ""Ce que s'efforça de changer **Lysander**, mais en vain, comme recite Plutarque [45]"""
Du droit des magistrats (1574); Xenophon décrit le serment mutuel;-380; Antiquité classique; IVe siècle av. J.-C.;" ""un tres beau passage de **Xenophon**, parlant de la Republique des Lacedemoniens [46]"""
Du droit des magistrats (1574); Platon et Aristote enseignent l'origine des républiques;-350; Antiquité classique; IVe siècle av. J.-C.;" ""C'est ce que non seullement **Platon**, **Aristote**, & autres raisonnables Philosophes ont enseigné [14]"""
Du droit des magistrats (1574); Demosthene répond à Æschines sur Cheronee;-338; Antiquité classique; IVe siècle av. J.-C.;" ""suivant ce que **Demosthene** respondit à son adversaire **Æschines** lui reprochant la malheureuse issue de la bataille de **Cheronee** [18, 19]"""
Du droit des magistrats (1574); Alexandre le grand capture un écumeur;-329; Antiquité classique; IVe siècle av. J.-C.;" ""escumeur de mer disoit verité, lequel estant prins & mené vers **Alexandre le grand** [17]"""
Du droit des magistrats (1574); Papirius et Quintus Fabius contestent la puissance;-325; Antiquité classique; IVe siècle av. J.-C.;" ""entre **Papirius** Dictateur, & **Quintus Fabius** [42]"""
Du droit des magistrats (1574); Cleomenes tue les Ephores;-227; Antiquité classique; IIIe siècle av. J.-C.;" ""jusques à ce qu'estans mis à mort par la trahison du tyran **Cleomenes**, Lacedemon perdit [46]"""
Du droit des magistrats (1574); Antiochus commande de sacrifier aux faux dieux;-167; Antiquité classique; IIe siècle av. J.-C.;" ""**Antiochus** commande qu'on sacrifie aux faux dieux, que les ceremonies sacrees soient violees [2]"""
Du droit des magistrats (1574); Antiochus contraint les gens de Jerusalem à renoncer à la religion;-167; Antiquité classique; IIe siècle av. J.-C.;" ""condition que la pluspart de ceux de **Jerusalem** accorderent à cest execrable Tyran **Antiochus** pour sauver leur vie, assavoir de renoncer à la vraie Religion [74]"""
Du droit des magistrats (1574); Mathathias s'oppose aux livres abolis;-167; Antiquité classique; IIe siècle av. J.-C.;" ""auquel saintement s'opposerent les demourants des fideles, sous la charge & conduitte de **Mathathias** [3]"""
Du droit des magistrats (1574); Fimbria menace Scevola devant Sylla;-86; Antiquité classique; Ier siècle av. J.-C.;" ""execrable Romain **Fimbria**... durant la proscription de **Sylla**, aiant fait naurer & toutes-fois failli à tuer **Scevola** [90]"""
Du droit des magistrats (1574); Ambiorix et Vercingentorix parlent de la puissance du peuple;-53; Antiquité classique; Ier siècle av. J.-C.;" ""harangue d'**Ambiorix** Roi des Liegeois... ce que dit **Vercingentorix** Roi d'Auvergne [63]"""
Du droit des magistrats (1574); Seneque et Ciceron traitent de l'appel au peuple;-53; Antiquité classique; Ier siècle av. J.-C.;" ""outre ce que **Seneque** remarque des livres de Republica de **Ciceron**, assavoir, Qu'il y avoit appel du Roi [38]"""
Du droit des magistrats (1574); Cesar oppresse la république romaine;-49; Antiquité classique; Ier siècle av. J.-C.;" ""**Cesar** oppressa la republique Romaine sous le non feint de Dictateur perpetuel [16]"""
Du droit des magistrats (1574); Pompee conduit la guerre contre Cesar;-49; Antiquité classique; Ier siècle av. J.-C.;" ""La guerre ordonnee contre **Cesar** sous la conduite de **Pompee**, estoit juste [21]"""
Du droit des magistrats (1574); Dionisius témoigne sur le gardien des lois;-7; Antiquité classique; Ier siècle av. J.-C.;" ""**Dionisius** nous tesmoigne que Romulus... declara le Roi estre le gardien des Loix [38]"""
Du droit des magistrats (1574); Tite Live écrit sur les Interreges;-7; Antiquité classique; Ier siècle av. J.-C.;" ""**Tite Live** parlant du premier commencement... ces cent personnages qui furent appellez **Interreges** [36]"""
Du droit des magistrats (1574); Cinna jure la mort d'Auguste;4; Antiquité classique; Ier siècle av. J.-C.;" ""je n'oseroi dire que **Cinna** & autres, aient peu droitement jurer la mort d'**Auguste** [22]"""
Du droit des magistrats (1574); Caligula reçoit le consentement du Sénat;37; Antiquité classique; Ier siècle;" ""**Caligula** apres lui fut Empereur, d'un tres-grand consentement du Senat [43]"""
Du droit des magistrats (1574); Petronius reçoit la réponse des Juifs;40; Antiquité classique; Ier siècle;" ""respondirent à **Petronius** leur gouverneur, Qu'ils ne combattroient point contre lui [82]"""
Du droit des magistrats (1574); Claudius acquiert l'empire par faveur;41; Antiquité classique; Ier siècle;" ""**Claudius** fut le premier qui acquist l'Empire par faveur militaire [43]"""
Du droit des magistrats (1574); Tybere et Neron persécutent les chrétiens;47; Antiquité classique; Ier siècle;" ""nul n'ignore quels estoient les Empereurs de ce temps-là, assavoir **Tybere** & **Neron** [27, 28]"""
Du droit des magistrats (1574); Lucain écrit sur le droit au tort;62; Antiquité classique; Ier siècle;" ""à Dieu ne plaise que pour cela je m'accorde à ce dire de **Lucain**, que Dieu donne le droit au tort [18]"""
Du droit des magistrats (1574); Albinus et Florus commettent des exactions;64; Antiquité classique; Ier siècle;" ""combien que les exactions d'**Albinus** & **Florus** leur baillassent juste occasion [83]"""
Du droit des magistrats (1574); Neron est jugé ennemi par le Sénat;68; Antiquité classique; Ier siècle;" ""**Neron** empoisonneur & successeur d'icelui... il fut jugé ennemi par le **Senat** [43, 44]"""
Du droit des magistrats (1574); Vespasian renouvelle la loi royale;69; Antiquité classique; Ier siècle;" ""loi appellee Roialle, faicte pour Auguste, & renouvellee pour **Vespasian** [44]"""
Du droit des magistrats (1574); Villaine incestueuse pratique le plaisir du roi;69; Antiquité classique; Ier siècle;" ""suivant l'execrable parolle de ceste **villaine incestueuse**, Si libet, licet [49]"""
Du droit des magistrats (1574); Domitian se fait nommer Dieu;89; Antiquité classique; Ier siècle;" ""malheureux, qui ont adoré leurs Tyrans comme Dieux... comme il est notamment escrit de ce monstre **Domitian** [5]"""
Du droit des magistrats (1574); Martial flatte l'empereur Domitien;90; Antiquité classique; Ier siècle;" ""tesmoignage de cest ord & sale poëte **Martial**, aiant osé escrire ces mots, Edictum domini Deiq́ue nostri [5]"""
Du droit des magistrats (1574); Trajan donne l'épée au Connestable;100; Antiquité classique; IIe siècle;" ""Ainsi aussi le pratiqua **Trajan**... quand delivrant l'espee à un qu'il creoit son **Connestable** [31]"""
Du droit des magistrats (1574); Suetone témoigne de la coutume de Tybere et Vespasiã;121; Antiquité classique; Ier siècle;" ""introduite premierement en l'Empire Romain par l'Empereur **Tybere**, comme tesmoigne **Suetone** en la vie de **Vespasiã** [29]"""
Du droit des magistrats (1574); Marc Aurele se confesse astreint aux lois;170; Antiquité classique; IIe siècle;" ""sentence de l'Empereur **Marc Aurele**... digne de Prince de monstrer & confesser ouvertement qu'il est astreint aux loix [31]"""
Du droit des magistrats (1574); Adrian, Antonin et Alexandre adoucissent les persécutions;176; Antiquité classique; IIe-IIIe siècle;" ""quelques Empereurs qui ont precedé Diocletian, comme **Adrian**, **Antonin**, & **Alexandre**, eussent adouci les persecutions [89]"""
Du droit des magistrats (1574); Papinian refuse de défendre Caracalla;212; Antiquité classique; IIIe siècle;" ""jurisconsulte **Papinian**... aima mieux estre tué par le tyran **Caracalla**, que de maintenir & defendre le meurtre [6]"""
Du droit des magistrats (1574); Constantin secourt Rome contre Maxentius;312; Antiquité classique; IVe siècle;" ""ceux de Rome qui appellent **Constantin** en aide contre **Maxentius** [78]"""
Du droit des magistrats (1574); Diocletian et Julian voient les légions souffrir le martyre;333; Antiquité classique; IVe siècle;" ""comme principallement il advint sous **Diocletian**, & **Julian**... les legions entieres, qui ont souffert Martyre [89]"""
Du droit des magistrats (1574); Julian l'apostat transgresse les édits;362; Antiquité classique; IVe siècle;" ""transgressé les edits faits & pratiquez en la faveur des Chrestiens, comme notamment il advint sous l'Empereur **Julian l'apostat** [28]"""
Du droit des magistrats (1574); Julien l'apostat subit les prières de l'Eglise;363; Antiquité classique; IVe siècle;" ""Eglise Chrestienne qui a prié, & a esté exaucee contre l'Empereur **Julien** surnommé l'apostat [80, 81]"""
Du droit des magistrats (1574); Justinian publie des constitutions ecclésiastiques;535; Antiquité classique; VIe siècle;" ""sont imprimees mille constitutions & reiglemens Ecclesiastiques tant de l'Empereur **Justinian** [87, 88]"""
Du droit des magistrats (1574); Christienne subit la déposition par les Danois;1523; Contemporain à l'auteur; XVIe siècle;" ""**Danois** ont deposé & tenu en prison jusques à la mort, **Christienne**, tres-cruel Tyran [53]"""
Du droit des magistrats (1574); Gustavus délivre les Suedes;1523; Contemporain à l'auteur; XVIe siècle;" ""comme **Gustavus** de nostre memoire, s'est delivré & les siens de la subjection des Danois [54]"""
Du droit des magistrats (1574); Elizabeth gouverne heureusement l'Angleterre;1558; Contemporain à l'auteur; XVIe siècle;" ""gouvernement de leur serenissime Roine **Elizabeth**... monstre par experience combien est heureuse [56]"""
Du droit des magistrats (1574); Evesque de Valence loue les Poulonnois;1573; Contemporain à l'auteur; 1573;" ""**Evesque de Valence**, moyenneur de laditte election... louë les **Poulonnois** [57]"""
Du droit des magistrats (1574); Henri de Pologne reçoit l'élection;1573; Contemporain à l'auteur; 1573;" ""derniere election qu'ils ont faicte de **Henri** frere du Roi de France [57]"""
Du droit des magistrats (1574); Marie subit la condamnation par les Escossois;1587; Contemporain à l'auteur; XVIe siècle;" ""**Escossois** ces annees pasees ont deposé, & condamné en prison perpetuelle leur **Roine** (**Marie**) [54]"""
Du droit des magistrats (1574); Sigibert et Theodoric subissent la démission;496; Haut Moyen Âge; VIe-VIIe siècle;" ""& **Sigibert**, l'an 578: & **Theodoric**, l'an 667 [67, 68]"""
Du droit des magistrats (1574); Childeric est démis au profit de Gilon;461; Haut Moyen Âge; 461;" ""demis pour ses insolences & paillardises **Childeric**, auquel fut substitué **Gilon** [67]"""
Du droit des magistrats (1574); Sisenand reçoit le service des Espagnols;631; Haut Moyen Âge; VIIe siècle;" ""gardans la foi promise à nostre tres-glorieux seigneur & Roi **Sisenand** [58, 59]"""
Du droit des magistrats (1574); Pharamond et Pepin reçoivent l'élection;751; Haut Moyen Âge; Ve-VIIIe siècle;" ""Ainsi fut esleu **Pharamond** l'an 419. & **Pepin** l'an 751 [64]"""
Du droit des magistrats (1574); Charles et Charloman reçoivent l'élection;768; Haut Moyen Âge; VIIIe siècle;" ""ses fils d'icelui, assavoir **Charles** & **Charloman** l'an 768 [64]"""
Du droit des magistrats (1574); Lombards subissent la venue de Charlemagne;774; Haut Moyen Âge; VIIIe siècle;" ""evoqué par la plus saine partie d'Italie... contre la Tyrannie des **Lombards** [79]"""
Du droit des magistrats (1574); Charles le Chauve s'adresse aux électeurs;877; Haut Moyen Âge; IXe siècle;" ""tesmoignage d'Aymoinus, faisant ainsi parler **Charles le Chauve** : puis que vous m'avez esleu [65, 66]"""
Du droit des magistrats (1574); Eudes est élu par les états;890; Haut Moyen Âge; 890;" ""l'an 890 les Estats... esleurent **Eudes** pour leur Roi [68]"""
Du droit des magistrats (1574); Hue Cappet prive Charles du royaume sous Lothaire;987; Haut Moyen Âge; Xe siècle;" ""**Hue Cappet** pour priver du Roiaume **Charles** frere de **Lothaire** [68]"""
Du droit des magistrats (1574); Loüis est fait héritier par Charles;je ne sais pas; Haut Moyen Âge; IXe siècle;" ""l'an 812 il fit **Loüis** son fils heritier de son Empire [65]"""
Du droit des magistrats (1574); Semitalan se prive du royaume;je ne sais pas; Haut Moyen Âge; VIIe siècle;" ""Et quant à **Semitalan**, lequel pour crainte de ses propres meffaits, s'est privé soimesme du Roiaume [60]"""
Du droit des magistrats (1574); Henri premier fonde l'autorité sur le Parlement;1035; Moyen Âge tardif; XIIe siècle;" ""tesmoignage de Polydore en la vie de **Henri premier**... authorité de regner est fondee... sur le consentement du Parlement [55]"""
Du droit des magistrats (1574); S. Bernard montre les fautes des ecclésiastiques;1145; Moyen Âge tardif; XIIe siècle;" ""chose directement repugnante aux mandemens... comme entre autres **S. Bernard** leur a tant & tant clairement monstré [23]"""
Du droit des magistrats (1574); Adolph et Vvenceslaus subissent la déposition;1349; Moyen Âge tardif; XIVe-XVe siècle;" ""deposer l'Empereur... Comme il advint à l'Empereur **Adolph**, l'an 1296. & à l'Empereur **Vvenceslaus** l'an 1400 [61, 62]"""
Du droit des magistrats (1574); Charles le quint subit la rescision de son testament;1380; Moyen Âge tardif; 1380;" ""que le testament de **Charles le quint** surnommé le sage, fut rescindé par les Estats, assavoir l'an 1380 [69]"""
Du droit des magistrats (1574); Charles septiesme fait massacrer Jean de Bourgongne;1419; Moyen Âge tardif; XVe siècle;" ""**Charles septiesme**... fit mal-heureusement massacrer deuant ses yeux, **Jean** dernier duc de **Bourgongne** [71]"""
Du droit des magistrats (1574); Philippes de Bourgongne traite à Arras;1435; Moyen Âge tardif; 1435;" ""Roi traittast avec le Duc **Philippes de Bourgongne** fils dudit Duc Jean... au traitté d'**Arras** [72]"""
Du droit des magistrats (1574); Lois unzieme reçoit trente-six curateurs;1467; Moyen Âge tardif; 1467;" ""le Roi **Lois unzieme**... receut des Estats assemblez à Tours, **trente six personnes** comme curateurs [69, 70]"""
Du droit des magistrats (1574); Jean Nauclerus laisse la teneur du testament;1510; Moyen Âge tardif; XVIe siècle;" ""tesmoin **Jean Nauclerus**, qui nous a laissé la teneur dudit Testament (de Charlemagne) [65]"""
Du droit des magistrats (1574); Minos exige un tribut d'enfants pour le Minotaurus;je ne sais pas; Mythologie; Antiquité;" ""convention... entre **Minos** Roi de Candie, & les Atheniens... pour estre devorez du **Minotaurus** [73]"""
La Gaule Françoise (1574); Daniel appelle Rome la grande bête;-553; Antiquité biblique; Antiquité;" ""assujettie à la parfin, sous la puissance de la grande beste (ainsi qu'elle est appellee par **Daniel** le prophete) [25]"""
La Gaule Françoise (1574); Homère décrit Ulysses aimant Ithaque;-750; Antiquité classique; Antiquité;" ""telle comme la descrit **Homere** en la personne d'**Ulysses**, lequel estima son pays & povre ville d'**Ithaque** [2]"""
La Gaule Françoise (1574); Gyges est renommé pour sa cruauté;-697; Antiquité classique; Antiquité;" ""l'autre Typhon, l'autre **Gyges**: Princes malheureux & mal advisez [6]"""
La Gaule Françoise (1574); Tarquinius Priscus règne à Rome;-598; Antiquité classique; VIe siècle av. J.-C.;" ""Titus Livius au 5.livre de ses histoires escrit, que lors que **Tarquinius Priscus** regnoit à **Rome** [13]"""
La Gaule Françoise (1574); Ninus est gâté par sa mère Semiramis;-535; Antiquité classique; Antiquité;" ""**Ninus** par sa mere **Semiramis**: Ptolemee... par des farceurs [100]"""
La Gaule Françoise (1574); Camillus fait une ordonnance contre les Gaulois;-390; Antiquité classique; IVe siècle av. J.-C.;" ""Plutarque en la vie de **Camillus**... ont laissé par escrit, Que les Gaulois firent si grand frayeur aux Romains [26]"""
La Gaule Françoise (1574); Platon parle de sa patrie;-350; Antiquité classique; IVe siècle av. J.-C.;" ""ainsi comme **Platon** a parlé de la siene: Et quelquefois mesmes elle est si transportee de fureur [4]"""
La Gaule Françoise (1574); Cineas parle du Sénat Romain;-280; Antiquité classique; IIIe siècle av. J.-C.;" ""comme disoit **Cineas** ambassadeur du Roy **Pyrrus**, parlant du **Senat Romain** [101]"""
La Gaule Françoise (1574); Annibal dresse un autel avec un écriteau;-190; Antiquité classique; IIIe siècle av. J.-C.;" ""Au 28. liv. **Annibal** fit là dresser un autel, & le dedia avec un grand escriteau [21]"""
La Gaule Françoise (1574); Polybius montre la cause des maux;-150; Antiquité classique; IIe siècle av. J.-C.;" ""que la semence & la cause: qui sont deux choses bien differentes... ainsi comme **Polybius** auteur grave [8]"""
La Gaule Françoise (1574); Catamantaledes reçoit le titre d'ami des Romains;-60; Antiquité classique; Ier siècle av. J.-C.;" ""Que les Sequaniens avoyent un Roy nommé **Catamantaledes** lequel avoit eu l'honneur d'estre appellé amy & allié du peuple Romain [15]"""
La Gaule Françoise (1574); Ariouistus parle le langage des Gaulois;-58; Antiquité classique; Ier siècle av. J.-C.;" ""où il dit, qu'**Ariouistus** Roy des Alemans parloit communement le langage des **Gaulois** [24]"""
La Gaule Françoise (1574); Casticus est fils de Catamantaledes;-58; Antiquité classique; Ier siècle av. J.-C.;" ""Cæsar en nomme plusieurs... comme entre les autres un **Casticus** fils de **Catamantaledes** [18]"""
La Gaule Françoise (1574); Moritasgus règne sur les Senonois;-58; Antiquité classique; Ier siècle av. J.-C.;" ""que les **Senonois**... avoyent eu autrefois un Roy nommé **Moritasgus** [17]"""
La Gaule Françoise (1574); Divitiacus règne sur l'Angleterre;-57; Antiquité classique; Ier siècle av. J.-C.;" ""un Roy nommé **Divitiacus**... sa domination... s'estoit rendu Seigneur de l'**Angleterre** [16]"""
La Gaule Françoise (1574); Galba règne sur les Suessioniens;-57; Antiquité classique; Ier siècle av. J.-C.;" ""lors que Cæsar entra dedans les Gaules, ils avoyent un Roy nommé **Galba** [16]"""
La Gaule Françoise (1574); Ollouicon reçoit les lettres du Sénat;-56; Antiquité classique; Ier siècle av. J.-C.;" ""qu'un **Ollouicon** avoit regné sur les Nitiobriges, lequel receut letres du **Senat** de Rome [17]"""
La Gaule Françoise (1574); Piso d'Aquitaine est fils de roi;-56; Antiquité classique; Ier siècle av. J.-C.;" ""Et en la Guienne le grand pere d'un certain **Piso d'Aquitaine**, avoit esté Roy [16]"""
La Gaule Françoise (1574); Ambiorix déclare la puissance du peuple;-54; Antiquité classique; Ier siècle av. J.-C.;" ""**Ambiorix** Roy des Eburons... il dit, qu'il estoit tellement Seigneur & Roy pour commander, que cependant le peuple avoit autant d'authorité sur luy [19]"""
La Gaule Françoise (1574); César fait tuer Dumnorix Aeduien;-54; Antiquité classique; 54 av. J.-C.;" ""ce que recite **Cæsar** en ses Commentaires... Que lors qu'il fit tuer **Dumnorix Aeduien**, il se mit en defense [11]"""
La Gaule Françoise (1574); Quintus Cicero est assiégé par les Gaulois;-54; Antiquité classique; 54 av. J.-C.;" ""Que lors que **Qu. Cicero** estoit assiegé dedans son camp par les **Gaulois**, il luy envoya une letre escrite en Grec [20]"""
La Gaule Françoise (1574); Celtillus subit la condamnation par les états;-52; Antiquité classique; Ier siècle av. J.-C.;" ""de sorte que quand un **Celtillus** le pere de Vercingetorix... il fut condamné à perdre la vie par la sentence des **estats** [14]"""
La Gaule Françoise (1574); Vercingentorix allie les cités en ligue;-52; Antiquité classique; 52 av. J.-C.;" ""au 7.livre chap.6. où il parle de **Vercingentorix**. Il se faisoit fort, dit il, d'allier & de joindre en une ligue les citez [12]"""
La Gaule Françoise (1574); César et Strabon écrivent sur les Gaulois;-29; Antiquité classique; Ier siècle av. J.-C.;" ""Car quant à ce que **Cæsar**, Polybius, **Strabo**, Ammianus, & autres anciens auteurs, nous ont laissé par escrit, touchant l'origine & ancieneté des **Gaulois** [9]"""
La Gaule Françoise (1574); Claudius ajoute des formes de lettres;47; Antiquité classique; Ier siècle;" ""Ainsi parle Tacit. au liv.11. Il adjousta, dit-il, parlant de l'Empereur **Claudius**, de nouvelles formes de letres aux ancienes [22]"""
La Gaule Françoise (1574); Neron regarde Rome brûler;64; Antiquité classique; Ier siècle;" ""çomme on dit que fit **Neron** lors que **Rome** bruloit [7]"""
La Gaule Françoise (1574); Tacite compte soixante et quatre cités;110; Antiquité classique; Ier siècle;" ""Et de ces citez là... comme Cæsar le donne assez à entendre, **Cornelius Tacitus** en conte soixante & quatre [10]"""
La Gaule Françoise (1574); Juvenal déplore la corruption;120; Antiquité classique; IIe siècle;" ""en recitant ce vers du poete **Juvenal**. Ainsi vivoyent les hommes de jadis [102]"""
La Gaule Françoise (1574); Macrinus reçoit le nom de Bouchier;218; Antiquité classique; IIIe siècle;" ""cruauté sanguinaire de l'Empereur **Macrinus**, lequel, comme dit Jules Capitolin, en fut appellé Macellinus, comme qui diroit, le Bouchier [5]"""
La Gaule Françoise (1574); Probus taille en pièces les Allemands;277; Antiquité classique; IIIe siècle;" ""L'Empereur **Probus**... il en tailla en pieces bien quatre cens mille, qui s'estoyent jettez sur les terres des Romains [28]"""
La Gaule Françoise (1574); Constantin reçoit le secours des François;310; Antiquité classique; IVe siècle;" ""guerre civile entre **Constantin** & Licinius, ils combatirent vaillamment, pour le party de **Constantin** [36]"""
La Gaule Françoise (1574); Mellobaudes tue le roi Macrian;374; Antiquité classique; IVe siècle;" ""il donna dedans les filets, que luy avoit tendus le Roy des François, nommé **Mellobaudes**, & y demeura mort... le Roy **Macrian** [37]"""
La Gaule Françoise (1574); Ambroise écrit à Theodose sur les François;380; Antiquité classique; IVe siècle;" ""ce qu'escrit d'eux S. **Ambroise** à l'Empereur **Theodose**... Que les François avoyent desfait & rompu plusieurs fois... un Maximus [39]"""
La Gaule Françoise (1574); Latinus Pacatus écrit à Theodose sur la Gaule;389; Antiquité classique; IVe siècle;" ""Et c'est ce que vouloit entendre **Latinus Pacatus**, escrivant ainsi à **Theodose**, Par où commenceray-je donc, dit-il, sinon par tes malheurs, ô povre Gaule [30]"""
La Gaule Françoise (1574); Stillicon fait soulever les nations contre Honorius;406; Antiquité classique; 406;" ""**Stillicon** fit adonc soulever les nations des Alains, des Sueviens... contre son maistre... l'Empereur **Honorius** [38]"""
